월소득,초기자금,가족수,주용도,연료선호,운전경력,거주지역,추천차종
183,4092,5,업무,하이브리드,1년미만,지방,아반떼_하이브리드
348,1894,5,가족용,전기,1~3년,도심,아이오닉6_전기
242,2365,3,가족용,하이브리드,1년미만,도심,스포티지_하이브리드
702,695,5,레저,하이브리드,1년미만,도심,산타페_하이브리드
314,1313,5,업무,전기,1~3년,도심,쏘나타_가솔린
390,681,5,출퇴근,전기,1~3년,지방,쏘나타_하이브리드
138,2087,3,업무,상관없음,1~3년,지방,아반떼_가솔린
188,3159,2,레저,가솔린,3년이상,지방,코나_가솔린
314,307,6,레저,상관없음,1~3년,지방,셀토스_가솔린
370,2150,3,출퇴근,하이브리드,1년미만,지방,아반떼_하이브리드
816,330,4,업무,상관없음,3년이상,지방,쏘나타_가솔린
702,2605,5,레저,전기,3년이상,지방,G80_전기
436,944,1,출퇴근,디젤,1년미만,도심,아반떼_가솔린
809,4986,5,업무,가솔린,3년이상,지방,그랜저_가솔린
436,1027,2,가족용,가솔린,1년미만,지방,아반떼_가솔린
680,2927,6,출퇴근,전기,1년미만,도심,G80_전기
508,1424,6,가족용,하이브리드,3년이상,지방,팰리세이드_하이브리드
195,1498,4,가족용,상관없음,1~3년,도심,아반떼_가솔린
432,1545,5,출퇴근,하이브리드,3년이상,도심,K8_하이브리드
675,4092,3,출퇴근,가솔린,3년이상,지방,G80_가솔린
701,1015,6,레저,상관없음,3년이상,도심,팰리세이드_가솔린
409,840,5,가족용,전기,1~3년,도심,EV6_전기
354,1030,2,가족용,하이브리드,1~3년,도심,스포티지_하이브리드
264,3071,5,가족용,하이브리드,1~3년,지방,산타페_하이브리드
591,2365,1,레저,상관없음,1~3년,지방,코나_가솔린
333,5098,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
795,2928,5,레저,하이브리드,3년이상,지방,팰리세이드_하이브리드
377,1523,2,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
729,4136,6,가족용,가솔린,3년이상,도심,GV80_가솔린
367,5069,5,업무,상관없음,1~3년,도심,그랜저_가솔린
160,2647,6,가족용,상관없음,1~3년,도심,K5_가솔린
308,1407,5,가족용,가솔린,3년이상,지방,스포티지_가솔린
461,2159,5,출퇴근,전기,3년이상,도심,아이오닉6_전기
415,334,6,가족용,상관없음,1~3년,지방,스포티지_가솔린
610,1655,6,출퇴근,디젤,3년이상,도심,스포티지_디젤
160,2926,6,업무,가솔린,1~3년,도심,쏘나타_가솔린
465,2688,5,가족용,전기,1~3년,도심,아이오닉6_전기
203,3932,6,업무,상관없음,3년이상,지방,K8_가솔린
717,1314,3,레저,하이브리드,1년미만,도심,산타페_하이브리드
267,2148,6,가족용,전기,1~3년,도심,EV6_전기
453,505,1,레저,전기,3년이상,지방,코나_전기
199,4048,5,업무,상관없음,3년이상,도심,K8_가솔린
315,1496,5,레저,상관없음,1~3년,지방,스포티지_가솔린
619,4164,1,출퇴근,하이브리드,1년미만,도심,아반떼_하이브리드
395,1596,5,업무,하이브리드,1~3년,도심,K8_하이브리드
332,2597,5,업무,하이브리드,1~3년,지방,K8_하이브리드
290,1908,5,가족용,전기,3년이상,도심,EV6_전기
403,372,3,레저,전기,1~3년,도심,EV6_전기
268,861,5,레저,전기,1년미만,도심,셀토스_가솔린
780,1342,4,업무,전기,3년이상,도심,G80_전기
395,942,4,레저,디젤,3년이상,지방,스포티지_디젤
463,1397,5,업무,하이브리드,3년이상,도심,그랜저_하이브리드
586,1174,5,가족용,하이브리드,3년이상,지방,팰리세이드_하이브리드
151,2459,3,업무,가솔린,1년미만,도심,아반떼_가솔린
605,2343,4,업무,하이브리드,1년미만,지방,아반떼_하이브리드
280,1850,3,가족용,하이브리드,1년미만,지방,스포티지_하이브리드
811,1948,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
268,890,4,출퇴근,상관없음,3년이상,도심,아반떼_가솔린
214,2149,3,출퇴근,전기,1~3년,도심,K5_가솔린
686,671,5,가족용,전기,1~3년,도심,아이오닉6_전기
694,3218,4,레저,가솔린,3년이상,도심,GV80_가솔린
414,1438,5,업무,가솔린,1~3년,지방,K8_가솔린
158,3932,6,업무,가솔린,1~3년,지방,쏘나타_가솔린
706,1056,6,레저,가솔린,3년이상,지방,팰리세이드_가솔린
359,1152,1,레저,디젤,1~3년,지방,스포티지_디젤
814,2902,4,업무,전기,3년이상,지방,G80_전기
231,2572,6,가족용,가솔린,1~3년,지방,스포티지_가솔린
380,645,2,업무,상관없음,1년미만,지방,아반떼_가솔린
304,1093,5,가족용,가솔린,1~3년,도심,쏘나타_가솔린
307,3875,3,가족용,하이브리드,3년이상,지방,산타페_하이브리드
343,2154,1,가족용,전기,1년미만,도심,코나_전기
390,2963,5,업무,하이브리드,1~3년,지방,그랜저_하이브리드
724,3783,4,가족용,가솔린,3년이상,지방,GV80_가솔린
417,2556,5,레저,가솔린,3년이상,지방,팰리세이드_가솔린
366,377,6,출퇴근,가솔린,3년이상,지방,쏘나타_가솔린
355,5069,4,업무,상관없음,1년미만,도심,코나_전기
470,968,5,출퇴근,전기,3년이상,도심,아이오닉6_전기
481,2907,6,레저,하이브리드,3년이상,지방,팰리세이드_하이브리드
801,1083,2,업무,전기,1~3년,도심,코나_전기
349,849,2,가족용,상관없음,1~3년,도심,스포티지_가솔린
611,2152,4,가족용,하이브리드,1년미만,도심,산타페_하이브리드
713,572,3,레저,상관없음,1년미만,지방,코나_가솔린
438,3063,5,출퇴근,전기,1년미만,지방,아반떼_가솔린
417,1064,3,업무,하이브리드,3년이상,지방,쏘나타_하이브리드
743,3213,2,업무,가솔린,3년이상,지방,G80_가솔린
495,2827,3,레저,가솔린,3년이상,지방,산타페_가솔린
185,2429,4,출퇴근,가솔린,3년이상,도심,K5_가솔린
391,3896,5,가족용,가솔린,3년이상,도심,팰리세이드_가솔린
341,1191,4,가족용,가솔린,3년이상,지방,스포티지_가솔린
692,4849,4,가족용,전기,3년이상,도심,G80_전기
683,3089,5,출퇴근,전기,1~3년,도심,G80_전기
499,3956,5,출퇴근,상관없음,3년이상,도심,G80_전기
134,2491,4,레저,디젤,1~3년,지방,셀토스_가솔린
285,1170,6,업무,가솔린,3년이상,도심,K5_가솔린
715,2101,2,출퇴근,가솔린,3년이상,도심,아반떼_가솔린
341,846,3,출퇴근,상관없음,3년이상,지방,쏘나타_하이브리드
711,4019,5,출퇴근,상관없음,1~3년,지방,그랜저_가솔린
442,4146,6,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
336,2332,5,출퇴근,가솔린,3년이상,지방,K8_가솔린
717,2474,5,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
698,1968,2,가족용,하이브리드,1~3년,지방,산타페_하이브리드
377,1963,2,가족용,하이브리드,3년이상,도심,K5_하이브리드
483,4129,1,가족용,가솔린,1~3년,지방,산타페_가솔린
394,3873,5,가족용,가솔린,3년이상,도심,팰리세이드_가솔린
607,522,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
310,4830,6,가족용,전기,1~3년,도심,아이오닉6_전기
815,1469,3,가족용,상관없음,3년이상,지방,산타페_가솔린
257,1633,3,업무,가솔린,3년이상,도심,K5_가솔린
492,857,6,출퇴근,하이브리드,1~3년,지방,K8_하이브리드
216,2112,4,출퇴근,전기,1~3년,도심,K5_가솔린
311,1999,3,가족용,하이브리드,1~3년,도심,K5_하이브리드
414,1522,5,업무,상관없음,1~3년,지방,그랜저_가솔린
133,2517,1,레저,전기,3년이상,도심,셀토스_가솔린
234,1388,6,출퇴근,디젤,1년미만,지방,아반떼_가솔린
296,3989,6,가족용,전기,1~3년,도심,아이오닉6_전기
293,4941,6,가족용,가솔린,1년미만,지방,산타페_가솔린
604,3996,1,출퇴근,가솔린,3년이상,도심,G80_가솔린
146,4107,3,업무,하이브리드,1~3년,지방,쏘나타_하이브리드
155,4148,4,가족용,상관없음,3년이상,지방,산타페_하이브리드
331,690,4,업무,가솔린,3년이상,지방,K5_가솔린
164,3825,5,가족용,상관없음,1년미만,지방,스포티지_하이브리드
282,3037,5,업무,가솔린,3년이상,지방,K8_가솔린
440,1080,1,가족용,상관없음,3년이상,지방,산타페_가솔린
214,2630,4,가족용,전기,1년미만,도심,스포티지_가솔린
382,3992,5,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
795,361,3,업무,가솔린,3년이상,지방,쏘나타_가솔린
133,3186,1,레저,디젤,1~3년,도심,셀토스_가솔린
192,3972,6,업무,전기,1년미만,도심,코나_전기
130,3149,1,레저,상관없음,1년미만,지방,셀토스_가솔린
788,2860,2,가족용,가솔린,1년미만,지방,아반떼_가솔린
706,1881,3,가족용,하이브리드,1년미만,지방,산타페_하이브리드
756,3671,1,업무,가솔린,3년이상,지방,G80_가솔린
354,406,6,업무,상관없음,3년이상,도심,K5_가솔린
648,4429,5,가족용,가솔린,3년이상,도심,GV80_가솔린
490,4892,5,출퇴근,하이브리드,3년이상,도심,그랜저_하이브리드
246,4986,3,가족용,가솔린,1년미만,도심,산타페_가솔린
270,845,1,레저,디젤,3년이상,도심,셀토스_가솔린
383,866,2,레저,하이브리드,1~3년,도심,스포티지_하이브리드
667,3059,4,레저,가솔린,3년이상,도심,GV80_가솔린
406,3064,6,출퇴근,상관없음,3년이상,도심,그랜저_가솔린
216,1571,3,업무,전기,3년이상,지방,아반떼_가솔린
245,2460,5,가족용,하이브리드,1~3년,지방,스포티지_하이브리드
264,1934,6,출퇴근,가솔린,1년미만,도심,아반떼_가솔린
194,4036,6,출퇴근,전기,1~3년,지방,K8_하이브리드
134,3006,3,레저,디젤,1~3년,지방,셀토스_가솔린
438,1056,6,가족용,가솔린,1년미만,지방,산타페_가솔린
431,5172,4,가족용,상관없음,3년이상,도심,산타페_가솔린
717,1929,3,업무,가솔린,1~3년,도심,쏘나타_가솔린
337,1686,4,출퇴근,하이브리드,3년이상,도심,K5_하이브리드
384,4049,4,업무,가솔린,1~3년,도심,쏘나타_가솔린
790,4980,3,가족용,전기,1~3년,지방,산타페_가솔린
265,4004,1,가족용,가솔린,1~3년,지방,산타페_가솔린
212,3877,5,업무,상관없음,3년이상,지방,K8_가솔린
355,687,6,레저,전기,3년이상,지방,스포티지_가솔린
284,2697,4,가족용,상관없음,1년미만,도심,코나_전기
702,4566,5,레저,가솔린,3년이상,도심,GV80_가솔린
677,3040,4,레저,가솔린,3년이상,도심,GV80_가솔린
302,1101,4,출퇴근,상관없음,1~3년,지방,K5_가솔린
466,1356,6,레저,전기,1~3년,지방,코나_전기
202,3927,6,업무,하이브리드,3년이상,지방,K8_하이브리드
407,4978,4,업무,가솔린,3년이상,지방,쏘나타_가솔린
517,1555,1,출퇴근,상관없음,1~3년,지방,아반떼_가솔린
234,2399,6,가족용,상관없음,1~3년,지방,스포티지_가솔린
335,1161,6,가족용,상관없음,1~3년,도심,스포티지_가솔린
692,1014,5,출퇴근,전기,3년이상,도심,아이오닉6_전기
270,2499,6,출퇴근,전기,1~3년,도심,EV6_전기
164,3906,6,출퇴근,전기,3년이상,도심,EV6_전기
187,2334,5,업무,디젤,3년이상,지방,K5_가솔린
388,1587,4,가족용,하이브리드,1~3년,도심,K5_하이브리드
333,1805,6,가족용,전기,1~3년,도심,EV6_전기
440,1506,5,레저,하이브리드,1~3년,지방,산타페_하이브리드
454,1029,5,업무,상관없음,1~3년,지방,그랜저_가솔린
303,1687,6,출퇴근,가솔린,3년이상,도심,쏘나타_가솔린
506,474,2,레저,가솔린,1~3년,지방,코나_가솔린
706,2949,6,가족용,하이브리드,3년이상,도심,팰리세이드_하이브리드
212,2022,3,출퇴근,전기,3년이상,지방,K5_가솔린
492,2575,1,레저,가솔린,1년미만,지방,코나_가솔린
133,2484,3,레저,가솔린,3년이상,도심,셀토스_가솔린
458,3863,5,가족용,디젤,3년이상,도심,스포티지_디젤
812,5196,6,업무,가솔린,1~3년,지방,그랜저_가솔린
485,4901,1,레저,상관없음,1~3년,지방,코나_가솔린
361,2201,4,출퇴근,하이브리드,3년이상,도심,K5_하이브리드
132,2826,6,레저,상관없음,1년미만,지방,셀토스_가솔린
454,1041,5,출퇴근,하이브리드,3년이상,지방,K8_하이브리드
185,3111,2,출퇴근,하이브리드,1~3년,지방,아반떼_하이브리드
415,922,5,출퇴근,전기,1~3년,도심,아이오닉6_전기
345,4185,5,레저,상관없음,3년이상,도심,팰리세이드_가솔린
362,334,3,가족용,상관없음,1~3년,도심,K5_가솔린
467,810,5,출퇴근,가솔린,1~3년,도심,K8_가솔린
338,2310,6,출퇴근,하이브리드,3년이상,지방,K8_하이브리드
305,2663,5,출퇴근,상관없음,3년이상,도심,K8_하이브리드
261,1151,5,가족용,가솔린,1년미만,지방,아반떼_가솔린
186,2968,6,가족용,하이브리드,1~3년,도심,스포티지_하이브리드
594,2803,4,출퇴근,하이브리드,1~3년,지방,쏘나타_하이브리드
208,3035,6,가족용,전기,1~3년,도심,EV6_전기
809,3853,2,레저,상관없음,1~3년,지방,코나_가솔린
588,3838,5,출퇴근,디젤,3년이상,도심,스포티지_디젤
341,4125,4,출퇴근,디젤,1~3년,지방,스포티지_디젤
736,3885,1,업무,가솔린,3년이상,도심,G80_가솔린
305,1807,5,출퇴근,전기,1~3년,도심,EV6_전기
419,4977,5,가족용,전기,1~3년,도심,G80_전기
335,851,6,업무,하이브리드,3년이상,도심,쏘나타_하이브리드
362,4090,3,출퇴근,전기,1~3년,지방,쏘나타_하이브리드
509,5105,3,업무,가솔린,3년이상,도심,쏘나타_가솔린
637,4390,4,레저,가솔린,3년이상,지방,GV80_가솔린
316,818,3,출퇴근,디젤,3년이상,도심,K5_가솔린
300,4096,2,레저,상관없음,1년미만,지방,코나_가솔린
318,2878,6,업무,하이브리드,3년이상,도심,K8_하이브리드
314,1877,1,업무,가솔린,1년미만,지방,아반떼_가솔린
248,2454,1,가족용,하이브리드,1~3년,도심,스포티지_하이브리드
503,1061,5,가족용,전기,3년이상,도심,아이오닉6_전기
351,2130,6,업무,가솔린,3년이상,지방,K8_가솔린
404,886,5,가족용,하이브리드,3년이상,도심,스포티지_하이브리드
294,4803,3,출퇴근,상관없음,1~3년,도심,쏘나타_하이브리드
647,3816,2,출퇴근,가솔린,3년이상,지방,G80_가솔린
355,4172,5,업무,가솔린,1~3년,도심,그랜저_가솔린
712,3697,2,업무,가솔린,3년이상,도심,G80_가솔린
373,1724,4,가족용,하이브리드,3년이상,도심,K5_하이브리드
343,2199,6,업무,하이브리드,1~3년,지방,K8_하이브리드
297,1446,6,가족용,하이브리드,1년미만,지방,아반떼_하이브리드
153,2505,4,레저,디젤,1~3년,지방,코나_가솔린
795,1664,1,레저,하이브리드,3년이상,도심,산타페_하이브리드
368,3846,6,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
790,676,6,업무,하이브리드,1~3년,도심,그랜저_하이브리드
393,2141,1,가족용,상관없음,1~3년,도심,코나_전기
195,5175,4,가족용,가솔린,1~3년,도심,산타페_가솔린
796,3550,1,업무,가솔린,3년이상,도심,G80_가솔린
361,1973,6,출퇴근,전기,1~3년,지방,K8_하이브리드
342,1496,2,가족용,하이브리드,3년이상,도심,스포티지_하이브리드
198,2648,3,가족용,전기,1년미만,도심,스포티지_가솔린
621,3357,6,가족용,가솔린,3년이상,지방,GV80_가솔린
340,995,1,업무,하이브리드,1년미만,지방,아반떼_하이브리드
348,1317,3,가족용,가솔린,3년이상,지방,스포티지_가솔린
415,1164,5,출퇴근,전기,1년미만,도심,코나_전기
432,1881,3,레저,가솔린,1~3년,지방,산타페_가솔린
232,5039,6,출퇴근,가솔린,1~3년,지방,그랜저_가솔린
134,2634,2,레저,전기,1~3년,지방,셀토스_가솔린
203,3151,6,레저,하이브리드,3년이상,지방,스포티지_하이브리드
350,439,4,출퇴근,디젤,1년미만,지방,아반떼_가솔린
234,2590,5,출퇴근,전기,3년이상,도심,EV6_전기
370,1943,5,업무,상관없음,1~3년,지방,K8_가솔린
397,316,6,업무,전기,1~3년,지방,쏘나타_가솔린
407,3861,2,출퇴근,디젤,1년미만,지방,아반떼_가솔린
241,2556,6,출퇴근,전기,1~3년,도심,EV6_전기
308,1507,6,업무,전기,1년미만,도심,EV6_전기
494,2937,2,업무,하이브리드,1~3년,도심,아반떼_하이브리드
130,3953,2,레저,디젤,1년미만,지방,셀토스_가솔린
512,361,6,레저,가솔린,1~3년,도심,산타페_가솔린
